"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2019","1","1","Superman. Volume 1, What price tomorrow? / George Pérez, writer ; Jesús Merino, Nicola Scott, Trevor Scott, artists ; Brian Buccellato, [and others], colorists ; Carlos M. Mangual, Rob Leigh, letterers.","Pérez, George, 1954-","Superman Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Graphic novels, Comic books strips etc, Superhero comic books strips etc","DC Comics,","[2012]"
"Physical","Horizon","BOOK","2019","1","4","A king salmon journey / Debbie S. Miller and John H. Eiler ; illustrated by Jon Van Zyle.","Miller, Debbie S.","Chinook salmon Migration Alaska Juvenile literature, Chinook salmon Life cycles Alaska Juvenile literature","University of Alaska Press,","[2014]"
"Physical","Horizon","VIDEODISC","2019","1","2","Flashpoint. The third season / CBS Television Studios.",,"Police Special weapons and tactics units Drama, Rescues Drama, Television cop shows, Action and adventure television programs, Fiction television programs, Video recordings for the hearing impaired, Television series","Paramount : CBS DVD,","[2011]"
"Digital","OverDrive","EBOOK","2019","1","9","Neil Gaiman's a Study in Emerald","Neil Gaiman","Comic and Graphic Books, Fiction, Mystery, Science Fiction","Random House, Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2019","1","1","The Secret Magdalene (Unabridged)","Ki Longfellow","Fiction, Literature","Books on Tape","2009"
"Digital","OverDrive","EBOOK","2019","1","6","Alone: D. D. Warren Series, Book 1","Lisa Gardner","Fiction, Suspense, Thriller","Random House, Inc.","2008"
"Physical","Horizon","SOUNDDISC","2019","1","2","Blak and blu / Gary Clark Jr.","Clark, Gary, Jr., 1984-","Blues Music 2011 2020, Popular music 2011 2020, Rock music 2011 2020","Warner Bros.,","[2012]"
"Physical","Horizon","VIDEODISC","2019","1","1","Torch song trilogy / New Line Cinema presents a Howard Gottfried / Ronald K. Fierstein production ; a Paul Bogart Film ; produced by Howard Gottfried ; screenplay by Harvey Fierstein ; directed by Paul Bogart.",,"Gay men New York State New York Drama, Feature films, Video recordings for the hearing impaired","New Line Home Entertainment,","[2004]"
"Physical","Horizon","SOUNDDISC","2019","1","2","Covers / Norah Jones.","Jones, Norah, 1979-","Popular music 2001 2010, Popular music","Blue Note,","p2012."
"Digital","OverDrive","EBOOK","2019","1","2","The Book: A Cover-to-Cover Exploration of the Most Powerful Object of Our Time","Keith Houston","Crafts, History, Nonfiction","W. W. Norton & Company","2016"
"Physical","Horizon","BOOK","2019","1","1","Home safe : a novel / Elizabeth Berg.","Berg, Elizabeth","Widows Fiction, Mothers and daughters Fiction, Parent and adult child Fiction, Large type books, Psychological fiction, Domestic fiction","Random House Large Print,","2009."
"Physical","Horizon","BOOK","2019","1","28","Solo : a modern cookbook for a party of one / Anita Lo ; illustrations by Julia Rothman.","Lo, Anita","International cooking, Cooking for one, Cookbooks","Alfred A. Knopf,","2018."
"Physical","Horizon","BOOK","2019","1","1","Breaking bad 101 : the complete critical companion / Alan Sepinwall ; foreword by Damon Lindelof ; illustrations by Max Dalton.","Sepinwall, Alan, 1973-","Breaking bad Television program 2008 2013","Abrams Press, an imprint of ABRAMS,","2017."
"Digital","OverDrive","EBOOK","2019","1","1","The Omega Principle: Seafood and the Quest for a Long Life and a Healthier Planet","Paul Greenberg","Cooking & Food, Nature, Nonfiction","Penguin Group (USA), Inc.","2018"
"Physical","Horizon","VIDEODISC","2019","1","6","After hours / The Geffen Company ; a Double Play production ; produced by Amy Robinson, Griffin Dunne and Robert F. Colesberry ; written by Joseph Minion ; directed by Martin Scorsese.",,"Man woman relationships Drama, New York N Y Drama, Feature films, Dark comedy films, Video recordings for the hearing impaired","Distributed by Warner Home Video,","[2004]"
"Digital","OverDrive","EBOOK","2019","1","4","Wundersmith, The Calling of Morrigan Crow: Nevermoor Series, Book 2","Jessica Townsend","Juvenile Fiction, Juvenile Literature, Mystery","Hachette Digital, Inc.","2018"
"Digital","OverDrive","AUDIOBOOK","2019","1","2","The Beast: Black Dagger Brotherhood Series, Book 14 (unabridged) (Unabridged)","J.R. Ward","Fantasy, Fiction, Romance","Books on Tape","2016"
"Digital","OverDrive","EBOOK","2019","1","1","Class President: Marvin Redpost Series, Book 5","Louis Sachar","Humor (Fiction), Juvenile Fiction","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2019","1","1","Moods / Louisa May Alcott ; edited and with an introduction by Sarah Elbert.","Alcott, Louisa May, 1832-1888","Mate selection Fiction, Romance fiction, Political fiction","Rutgers University Press,","[1991]"
"Physical","Horizon","VIDEODISC","2019","1","5","Cirque du Soleil : worlds away / Paramount Pictures and James Cameron present a Cirque Du Soleil Production Film in association with ReelFX/Strange Weather and Cameron/Page Group ; produced by Martin Balduc, Andrew Adamson, Aron Warner ; written and directed by Andrew Adamson.",,"Aerialists Drama, Couples Drama, Circus Drama, Feature films, Fantasy films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Paramount Pictures,","[2013]"
"Physical","Horizon","BOOK","2019","1","2","The pure joy of monastery cooking : essential meatless recipes for the home cook / Victor-Antoine d'Avila-Latourrette.","D'Avila-Latourrette, Victor-Antoine","Vegetarian cooking, Cookbooks","Countryman Press ; Distributed by W.W. Norton & Co.,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2019","1","4","Rise and Fall: Spirit Animals Series, Book 6 (unabridged) (Unabridged)","Eliot Schrefer","Fantasy, Juvenile Fiction","Scholastic Inc. Audiobooks","2015"
"Digital","OverDrive","EBOOK","2019","1","1","Heart Felt Knits: 25 Fresh and Modern Felting Projects","Tamara Mello","Crafts, Nonfiction","Chronicle Books","2012"
"Physical","Horizon","SOUNDDISC","2019","1","1","El Rancho Azul / Dale Watson and his Lonestars.","Watson, Dale","Country music 2011 2020","Red House Records,","[2013]"
"Physical","Horizon","SOUNDDISC","2019","1","1","Queensrÿche.","Queensrÿche (Musical group)","Heavy metal Music, Rock music 2011 2020","Century Media,","[2013]"
"Physical","Horizon","BOOK","2019","1","1","The incredible Kintaro / Naomi Guren ; [translation, Jocelyne Allen].","Guren, Naomi","Gay men Comic books strips etc, Graphic novels","801 Media,","[2014]"
"Physical","Horizon","BOOK","2019","1","8","Ultimate space atlas : maps, games, activities and more for hours of galactic fun! / Carolyn DeCristofano.","DeCristofano, Carolyn.","Planets Juvenile literature, Cosmology Juvenile literature, Stars Juvenile literature, Solar system Juvenile literature","National Geographic,","2017."
"Digital","OverDrive","EBOOK","2019","1","2","The Accidental Bride: Big Sky Romance Series, Book 2","Denise Hunter","Christian Fiction, Fiction, Romance","Thomas Nelson Inc.","2012"
"Digital","OverDrive","EBOOK","2019","1","1","The Gingerbread Pirates","Kristin Kladstrup","Juvenile Fiction, Juvenile Literature","Candlewick Press","2017"
"Physical","Horizon","BOOK","2019","1","1","The venom business / by Michael Crichton writing as John Lange.","Crichton, Michael, 1942-2008,","Bodyguards Fiction, Attempted murder Fiction, Snakes Handling Fiction, Suspense fiction, Noir fiction","Titan Books, a division of Titan Publishing Group Ltd,","2013."
"Physical","Horizon","BOOK","2019","1","1","Bonaparte in Egypt.","Herold, J. Christopher","Napoleon I Emperor of the French 1769 1821 Egyptian campaign 1798 1799, Egypt History French occupation 1798 1801","Harper & Row,","[1962]"
"Digital","OverDrive","AUDIOBOOK","2019","1","2","Last Ditch: Roderick Alleyn Series, Book 29 (unabridged) (Unabridged)","Ngaio Marsh","Fiction, Mystery, Suspense","Blackstone Audio, Inc.","2008"
"Digital","OverDrive","EBOOK","2019","1","1","Crazy on You","Rachel Gibson","Fiction, Romance","HarperCollins Publishers Inc.","2012"
"Digital","OverDrive","AUDIOBOOK","2019","1","2","Ghost Boy: The Miraculous Escape of a Misdiagnosed Boy Trapped Inside His Own Body (unabridged) (Unabridged)","Martin Pistorius","Nonfiction, Religion & Spirituality","Thomas Nelson Inc.","2015"
"Physical","Horizon","SOUNDDISC","2019","1","1","Sun on you / Craig Armstrong.","Armstrong, Craig, 1959-","Piano with string orchestra, Instrumental ensembles, Art music","Decca,","[2018]"
"Digital","OverDrive","AUDIOBOOK","2019","1","3","Brian's Hunt: Hatchet Series, Book 5 (unabridged) (Unabridged)","Gary Paulsen","Suspense, Thriller, Young Adult Fiction","Books on Tape","2007"
"Physical","Horizon","BOOK","2019","1","2","The big book of makerspace projects : inspiring makers to experiment, create, and learn / Colleen Graves, Aaron Graves.","Graves, Colleen","Makerspaces, Creative ability, Three dimensional printing","McGraw Hill Education,","c2017."
"Physical","Horizon","BOOK","2019","1","1","Family reminders / Julie Danneberg ; illustrated by John Shelley.","Danneberg, Julie, 1958-","Family life Colorado Fiction, Wood carving Juvenile fiction, Amputees Juvenile fiction, People with disabilities Juvenile fiction, Depression Mental Juvenile fiction, Cripple Creek Colo History 19th century Juvenile fiction","Charlesbridge,","[2009]"
"Physical","Horizon","SOUNDDISC","2019","1","2","Paradise Valley / John Mayer.","Mayer, John, 1977-","Popular music 2011 2020, Rock music 2011 2020","Columbia,","[2013]"
"Physical","Horizon","BOOK","2019","1","3","Single malt : a guide to the whiskies of Scotland / Clay Risen.","Risen, Clay","Whiskey, Whiskey Scotland","Quercus,","2018."
"Physical","Horizon","BOOK","2019","1","1","Love in a torn land : Joanna of Kurdistan : the true story of a freedom fighter's escape from Iraqi vengeance / Jean Sasson.","Sasson, Jean P.","Hussain Joanna Al Askari, Women Kurdish Iraq Biography, Kurds Iraq Biography, Anfal Campaign Iraq 1986 1989, Iran Iraq War 1980 1988 Personal narratives Kurdish, Iraq Ethnic relations","John Wiley & Sons,","[2007]"
"Physical","Horizon","BOOK","2019","1","1","Strange images of death / Barbara Cleverly.","Cleverly, Barbara","Sandilands Joe Fictitious character Fiction, Nieces Fiction, Murder Investigation Fiction, Provence France History 1914 1940 Fiction, Historical fiction, Mystery fiction","Soho Constable,","2010."
"Physical","Horizon","BOOK","2019","1","1","My Paris dream : an education in style, slang, and seduction in the great city on the Seine / Kate Betts.","Betts, Kate, 1964-","Betts Kate 1964, Betts Kate 1964 Homes and haunts France Paris, Young women France Paris Biography, Americans France Paris Biography, Women journalists France Paris Biography, Fashion France Paris History 20th century, Fashion designers France Paris History 20th century, Coming of age France Paris, Paris France Social life and customs 20th century, Paris France Biography","Spiegel & Grau,","[2015]"
"Digital","OverDrive","EBOOK","2019","1","2","Phantom Pains","Mishell Baker","Fantasy, Fiction, Mystery, Mythology","Simon & Schuster, Inc.","2017"
"Physical","Horizon","SOUNDDISC","2019","1","2","Songs for Christmas / Sufjan Stevens.","Stevens, Sufjan","Christmas music, Carols","Asthmatic Kitty,","[2006]"
"Digital","OverDrive","EBOOK","2019","1","1","There's Always Plan B","Susan Mallery","Fiction, Relationship Novel, Romance","Harlequin Enterprises, Ltd.","2005"
"Physical","Horizon","BOOK","2019","1","2","Dark Saturday / Nicci French.","French, Nicci","Women psychotherapists Fiction, Murder Investigation Fiction, Large type books, Mystery fiction, Suspense fiction, Thrillers Fiction, Psychological fiction, Detective and mystery fiction","Thorndike Press, a part of Gale, a Cengage Company,","2017."
"Physical","Horizon","VIDEODISC","2019","1","10","Deceptive practice : the mysteries and mentors of Ricky Jay / Hopscotch Films ; produced by Molly Bernstein and Alan Edelstein ; directed and edited by Molly Bernstein ; producers, Alicia Sams, Philip Dolin.",,"Jay Ricky, Magicians, Documentary films","Kino Lorber,","[2013]"
"Digital","OverDrive","AUDIOBOOK","2019","1","2","Men Without Work: America's Invisible Crisis (unabridged) (Unabridged)","Nicholas Eberstadt","Business, Nonfiction, Sociology","Tantor Media, Inc","2017"
"Digital","OverDrive","EBOOK","2019","1","1","Thomas and Percy and the Dragon (Thomas & Friends)","Rev. W. Awdry","Beginning Reader, Juvenile Fiction, Picture Book Fiction","Random House, Inc.","2011"
"Digital","OverDrive","EBOOK","2019","1","3","Belong to the Night","Cynthia Eden","Fantasy, Fiction, Romance, Short Stories","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2019","1","65","Circe : a novel / Madeline Miller.","Miller, Madeline","Circe Mythological character Fiction, Magic Fiction, Gods Fiction, Fantasy fiction, Historical fiction, Mythological fiction","Little, Brown and Company,","2018."
"Digital","OverDrive","AUDIOBOOK","2019","1","2","Smarter: The New Science of Building Brain Power (unabridged) (Unabridged)","Dan Hurley","Nonfiction, Science","Gildan Media Corp","2014"
"Digital","OverDrive","AUDIOBOOK","2019","1","4","Pride & Prejudice (Unabridged)","Jane Austen","Classic Literature, Fiction","Sound Room Publishers, Inc.","2005"
"Digital","OverDrive","AUDIOBOOK","2019","1","1","Birth of an Empire: Genghis Series, Book 1 (unabridged) (Unabridged)","Conn Iggulden","Fiction, Historical Fiction","Blackstone Audio, Inc.","2010"
"Physical","Horizon","BOOK","2019","1","1","The hanging in the hotel / Simon Brett.","Brett, Simon","Seddon Carole Fictitious character Fiction, Jude Fictitious character Brett Fiction, Women detectives England Fiction, Female friendship Fiction, Retired women Fiction, Hanging Fiction, Hotels Fiction, England Fiction, Detective and mystery fiction","Berkley Prime Crime,","2004."
"Physical","Horizon","BOOK","2019","1","22","Mr. Tiger goes wild / Peter Brown.","Brown, Peter, 1979-","Tiger Juvenile fiction, Self actualization Psychology Juvenile fiction, Etiquette Juvenile fiction, City and town life Juvenile fiction","Little, Brown and Company,","2013."
"Physical","Horizon","BOOK","2019","1","1","Rock Springs : stories / Richard Ford.","Ford, Richard, 1944-","Short stories","Grove Press,","[1987]"
"Physical","Horizon","BOOK","2019","1","1","Tuko and the birds / by Shirley Climo ; illustrated by Francisco X. Mora.","Climo, Shirley","Folklore Philippines Juvenile literature","Henry Holt,","2008."
"Physical","Horizon","BOOK","2019","1","4","Resurrection Bay / Emma Viskic.","Viskic, Emma","Deaf Fiction, Murder Investigation Fiction, Detective and mystery fiction","Pushkin Vertigo,","2017."
"Physical","Horizon","SOUNDDISC","2019","1","1","Time / Rod Stewart.","Stewart, Rod","Popular music 2011 2020","Capitol,","[2013]"
"Digital","OverDrive","AUDIOBOOK","2019","1","1","A Time for Patriots: Patrick McLanahan Series, Book 17 (unabridged) (Unabridged)","Dale Brown","Fiction, Thriller","HarperCollins Publishers Inc.","2011"
"Digital","OverDrive","EBOOK","2019","1","1","The Secret History of Twin Peaks: A Novel","Mark Frost","Fiction, Literature, Thriller","Macmillan Publishers","2016"
"Physical","Horizon","BOOK","2019","1","2","Monsters love underpants / Claire Freedman ; illustrated by Ben Cort.","Freedman, Claire","Monsters Juvenile fiction, Underwear Juvenile fiction, Stories in rhyme","Aladdin Books,","2015."
"Physical","Horizon","VIDEODISC","2019","1","2","The greatest ears in town : the Arif Mardin story / Deniz Productions and Hudson River Films present ; produced and directed by Joe Mardin and Doug Biro.",,"Mardin Arif, Sound recording executives and producers Biography, Sound recordings Production and direction, Biographical films, Documentary films, Nonfiction films, Feature films","Film Movement/NuNoise Records,","[2013]"
"Physical","Horizon","BOOK","2019","1","9","Ira Crumb feels the feelings / written by Naseem Hrab ; & illustrated by Josh Holinaty.","Hrab, Naseem","Emotions Fiction, Friendship Fiction, Humorous stories, Emotions Juvenile fiction, Friendship Juvenile fiction, Humorous stories, Picture books","Owlkids Books,","[2018]"
"Digital","OverDrive","EBOOK","2019","1","1","The Dying Detective: A Mystery","Leif GW Persson","Fiction, Mystery","Random House, Inc.","2017"
"Digital","OverDrive","AUDIOBOOK","2019","1","1","Betty Bunny Loves Chocolate Cake (Unabridged)","Michael B. Kaplan","Juvenile Fiction, Picture Book Fiction","Live Oak Media","2013"
"Physical","Horizon","VIDEODISC","2019","1","4","The karate kid / Columbia Pictures presents an Overbrook Entertainment/Jerry Weintraub production ; in association with China Film Group Corporation ; a film by Harald Zwart ; produced by Jerry Weintraub ; produced by Will Smith ... [and others] ; screenplay by Christopher Murphey ; directed by Harald Zwart.",,"Karate China Juvenile drama, Teenagers Conduct of life Juvenile drama, Man woman relationships China Juvenile drama, Martial arts China Juvenile drama, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Sony Pictures Home Entertainment,","[2010]"
"Physical","Horizon","BOOK","2019","1","1","The award : a novel / Danielle Steel.","Steel, Danielle","World War 1939 1945 Underground movements France Fiction, World War 1939 1945 Participation Female Fiction, France History German occupation 1940 1945 Fiction, Historical fiction","Delacorte Press,","[2016]"
"Digital","OverDrive","AUDIOBOOK","2019","1","2","Security (Unabridged)","Gina Wohlsdorf","Fiction, Thriller","HighBridge Company","2016"
"Physical","Horizon","BOOK","2019","1","1","UQ Holder! Vol. 13 / Ken Akamatsu ; [translation, Alethea Nibley and Athena Nibley ; lettering, James Dashiell].","Akamatsu, Ken","Immortalism Comic books strips etc, Time travel Comic books strips etc, Magic Comic books strips etc, Good and evil Comic books strips etc, Grandfathers Comic books strips etc, Graphic novels Japan Translations into English, Fantasy comics, Action and adventure comics, Comics Graphic works, Graphic novels","Kodansha Comics, an imprint of Kodansha USA Publishing, LLC,","[2018]"
"Digital","OverDrive","EBOOK","2019","1","2","The Last President: Daybreak Series, Book 3","John Barnes","Fiction, Science Fiction","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","EBOOK","2019","1","2","Greetings from Witness Protection!","Jake Burt","Humor (Fiction), Juvenile Fiction, Juvenile Literature","Macmillan Publishers","2017"
"Physical","Horizon","BOOK","2019","1","4","Wildflowers of the Pacific Northwest / Mark Turner & Phyllis Gustafson.","Turner, Mark, 1954 April 8-","Wild flowers Northwest Pacific Identification, Wild flowers Northwest Pacific Pictorial works","Timber Press,","2006."
"Digital","OverDrive","EBOOK","2019","1","1","One Fat Englishman","Kingsley Amis","Fiction, Humor (Fiction), Literature","Random House, Inc.","2015"
"Physical","Horizon","VIDEODISC","2019","1","3","Soldiers of conscience / produced and directed by Gary Weimberg and Catherine Ryan.",,"War Moral and ethical aspects, War Religious aspects, Conscientious objectors United States, Documentary films, Biographical films, Feature films, Nonfiction films","Docuramafilms : Distributed by New Video Group,","[2009]"
"Physical","Horizon","SOUNDDISC","2019","1","3","Beautiful country burn again : democracy, rebellion, and revolution / Ben Fountain.","Fountain, Ben","Presidents United States Election 2016, United States Politics and government 2009 2017, Audiobooks","Harper Audio,","[2018]"
"Physical","Horizon","BOOK","2019","1","1","Birds of North America / American Museum of Natural History ; [editor-in-chief, Francois Vuilleumier].",,"Birds North America Identification, Birds North America Pictorial works","DK,","2009."
"Physical","Horizon","SOUNDDISC","2019","1","3","French playground.",,"Childrens songs French Juvenile sound recordings, Childrens songs Juvenile sound recordings, Songs French, Songs","Putumayo World Music,","[2005]"
"Digital","OverDrive","AUDIOBOOK","2019","1","9","Children of Dune: Dune Series, Book 3 (unabridged) (Unabridged)","Frank Herbert","Fiction, Science Fiction","Macmillan Audio","2013"
"Physical","Horizon","BOOK","2019","1","1","Dead wrong : straight facts on the country's most controversial cover-ups / Richard Belzer and David Wayne ; afterword by Jesse Ventura.","Belzer, Richard","Conspiracies United States Case studies, Disinformation United States Case studies, Political corruption United States Case studies, Press and politics United States Case studies","Skyhorse Pub.,","[2012]"
"Physical","Horizon","VIDEODISC","2019","1","4","The big bang theory. The complete fifth season / Warner Bros. Television ; directed by Mark Cendrowski.",,"Physicists Drama, Man woman relationships Drama, Apartment dwellers Drama, Neighbors Drama, Television comedies, Fiction television programs, Television series, Video recordings for the hearing impaired","Warner Home Video,","[2012]"
"Digital","OverDrive","EBOOK","2019","1","1","The Man Who Japed","Philip K. Dick","Fiction, Science Fiction","Houghton Mifflin Harcourt Trade and Reference","2017"
"Digital","OverDrive","EBOOK","2019","1","2","Last Chance Hero","Hope Ramsay","Fiction, Literature, Romance","Hachette Digital, Inc.","2015"
"Physical","Horizon","BOOK","2019","1","1","Gardening with children / Beth Richardson ; photographs by Lynn Karlin.","Richardson, Beth","Childrens gardens","Taunton Press,","1998."
"Physical","Horizon","BOOK","2019","1","1","The voice of Egypt : Umm Kulthūm, Arabic song, and Egyptian society in the twentieth century / Virginia Danielson.","Danielson, Virginia","Umm Kulthum 1898 1975, Singers Egypt Biography, Songs Arabic Egypt History and criticism, Popular music Egypt History and criticism, Music Social aspects Egypt","University of Chicago Press,","[1997]"
"Digital","OverDrive","EBOOK","2019","1","1","Paddington 2: Paddington's Family and Friends","Thomas Macri","Beginning Reader, Juvenile Fiction","HarperCollins Publishers Inc.","2017"
"Physical","Horizon","BOOK","2019","1","2","Royally endowed / Emma Chase.","Chase, Emma","Royal households Fiction, Bodyguards Fiction, Man woman relationships Fiction, Romance fiction","EverAfter Romance","2017."
"Physical","Horizon","VIDEODISC","2019","1","3","The Tall T / Columbia Pictures ; a Scott-Brown production ; screen play by Burt Kennedy ; produced by Harry Joe Brown ; directed by Budd Boetticher.",,"Newlyweds Drama, Stagecoach robberies Drama, Ranchers Drama, Feature films, Western films, Fiction films","Sony Pictures Home Entertainment,","[2012]"
"Physical","Horizon","VIDEODISC","2019","1","2","I ain't scared of you : a tribute to Bernie Mac / producer, Carrie Weprin ; director, Robert Small ; The Bernie Mac Foundation ; Robert Small Entertainment.",,"Mac Bernie, Actors United States Biography, Comedians United States Biography, Nonfiction films, Documentary films, Video recordings for the hearing impaired","Distributed by RLJ Entertainment,","[2016]"
"Physical","Horizon","BOOK","2019","1","1","The realms of the gods / Tamora Pierce.","Pierce, Tamora","Human animal communication Juvenile fiction, Paranormal fiction, Fantasy, Human animal communication Fiction, Supernatural Fiction, Young adult fiction, Fantasy fiction","Atheneum Books for Young Readers,","2015."
"Physical","Horizon","BOOK","2019","1","1","15 minutes outside : 365 ways to get out of the house and connect with your kids / Rebecca P. Cohen ; foreword by Tereai Trent.","Cohen, Rebecca P.","Family recreation, Outdoor recreation","Sourcebooks,","[2011]"
"Physical","Horizon","SOUNDDISC","2019","1","2","Emotional rescue / the Rolling Stones.","Rolling Stones","Rock music 1971 1980","Promotone B.V.,","[2009]"
"Physical","Horizon","BOOK","2019","1","6","Something smells fishy / by Walker Styles ; illustrated by Ben Whitehouse.","Styles, Walker","Dogs Juvenile fiction, Animals Juvenile fiction, Impersonation Juvenile fiction, Princes Juvenile fiction, Mystery and detective stories","Little Simon,","2016."
"Physical","Horizon","VIDEODISC","2019","1","3","Little women / Universal in association with Groverton Productions ; produced by David Victor ; teleplay by Suzanne Clauser ; directed by David Lowell Rich.",,"March family Fictitious characters Drama, Women 19th century Drama, Families New England Drama, Sisters New England Drama, Young women Drama, Mothers and daughters Fiction, New England Social life and customs Drama, United States History Civil War 1861 1865 Social aspects Drama, New England Social conditions 19th century Drama, United States Social life and customs 19th century Drama, Television mini series, Fiction television programs, Historical television programs","Entertainment One USA,","2012."
"Physical","Horizon","SOUNDDISC","2019","1","1","The Bible as the root of western literature : stories, poems, and parables / Adam Potkay.","Potkay, Adam, 1961-","Bible Criticism interpretation etc, Bible History of Biblical events, Bible Influence Western civilization, Bible as literature, Bible In literature","Recorded Books,","[2003]"
"Physical","Horizon","BOOK","2019","1","2","Ex-patriots : a novel / Peter Clines.","Clines, Peter, 1969-","Zombies Fiction, Superheroes Fiction, Soldiers Fiction, Science fiction","Broadway Books,","[2013]"
"Physical","Horizon","BOOK","2019","1","1","We can do it! / by Laura Dwight.","Dwight, Laura","Children with disabilities Juvenile literature, People with disabilities Juvenile literature, Disabilities Juvenile literature, People with mental disabilities","Star Bright Books,","[1997]"
"Physical","Horizon","BOOK","2019","1","4","Too like the lightning / by Ada Palmer.","Palmer, Ada","Prisoners Fiction, Twenty fifth century Fiction, Third millennium Fiction, Utopias Fiction, Science fiction","Tor,","[2016]"
"Physical","Horizon","VIDEODISC","2019","1","23","Aus dem nichts = In the fade / Magnolia Pictures ; The Match Factory ; eine produktion von Bombero International und Warner Bros. Film Productions Germany ; in co-produktion mit Macassar Productions, Pathé, Dorje Film, Corazón International ; gefordert durch Filmforderung Hamburg Schlewsig-Holstein, Deutscher Filmforderfonds, Die Beauftragte der Bundesregierung fur Kultur und Medien, Film- und Medienstiftung NRW, Filmforderungsanstalt ; in Zusammenarbeit mit Canal+, Cine+ ; Buch und Regie, Fatih Akin ; co-autor, Hark Bohm ; produzenten, Nurhan Șekerci-Porst, Fatih Akin ; produzent, Herman Weigel ; producer, Ann-Kristin Homann.",,"Terrorism Drama, Grief Drama, Revenge Drama, Feature films, Thrillers Motion pictures, Fiction films, Motion pictures German, Video recordings for the hearing impaired","Magnolia Home Entertainment,","[2018]"
"Digital","OverDrive","EBOOK","2019","1","1","Rusty Puppy: Hap Collins and Leonard Pine Series, Book 12","Joe R. Lansdale","African American Fiction, Fiction, Mystery, Thriller","Hachette Digital, Inc.","2017"
"Digital","OverDrive","EBOOK","2019","1","1","México racista: Una denuncia","Federico Navarrete","Ethics, Gender Studies, Nonfiction, Sociology","Penguin Random House Grupo Editorial, S.A.U.","2017"
"Digital","OverDrive","EBOOK","2019","1","2","After the Scandal: Reckless Brides Series, Book 4","Elizabeth Essex","Fiction, Historical Fiction, Romance","Macmillan Publishers","2015"
"Physical","Horizon","BOOK","2019","1","19","The library book / by Tom Chapin and Michael Mark ; illustrated by Chuck Groenink.","Chapin, Tom, 1945-","Childrens songs English United States Texts, Libraries Songs and music, Libraries Songs and music Juvenile literature, Books and reading Juvenile fiction, Libraries Juvenile fiction, Books and reading Songs and music, Songs, Picture books","Atheneum Books for Young Readers,","[2017]"
"Physical","Horizon","VIDEODISC","2019","1","5","Star Trek, Voyager. Season six / Paramount Pictures.",,"Janeway Kathryn Fictitious character 2336 Drama, Interplanetary voyages Drama, Science fiction television programs, Video recordings for the hearing impaired","Paramount Pictures,","[2004]"
"Digital","OverDrive","EBOOK","2019","1","1","Comets, Stars, the Moon, and Mars: Space Poems and Paintings","Douglas Florian","Humor (Fiction), Juvenile Fiction, Picture Book Fiction, Poetry","Houghton Mifflin Harcourt Trade and Reference","2011"
"Physical","Horizon","VIDEODISC","2019","1","5","Free Willy 3. The rescue / Warner Bros. Family Entertainment ; Regency ; a Shuler-Donner/Donner production ; produced by Jennie Lew Tugend ; directed by Sam Pillsbury ; written by John Mattson.",,"Killer whale Juvenile drama, Whaling Juvenile drama, Wildlife rescue Juvenile drama, Northwest Pacific Juvenile drama, Feature films, Childrens films, Animal films, Fiction films, Video recordings for the hearing impaired","Warner Bros,","2003."
"Digital","OverDrive","EBOOK","2019","1","1","Killer Look: Alexandra Cooper Series, Book 18","Linda Fairstein","Fiction, Mystery, Suspense, Thriller","Penguin Group (USA), Inc.","2016"
"Physical","Horizon","VIDEODISC","2019","1","16","Planes. Fire & rescue / Disney ; Disneytoon Studios ; produced by Ferrell Barron ; story and screenplay by Bobs Gannaway, Jeffrey M. Howard ; directed by Bobs Gannaway.",,"Airplanes Juvenile drama, Fire fighters Juvenile drama, Airplane racing Juvenile drama, Animated films, Fiction films, Comedy films, Feature films, Childrens films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","[Publisher not identified],","[2014]"
"Physical","Horizon","BOOK","2019","1","1","Sun gardens : Victorian photograms / by Anna Atkins ; text by Larry J. Schaaf ; organized by Hans P. Kraus, Jr.","Atkins, Anna, 1799-1871","Atkins Anna 1799 1871, Photography England History 19th century, Photography Biological History, Blueprinting, Photograms","Aperture : Distributed in the U.S. by Viking Penguin,","[1985]"
"Digital","OverDrive","EBOOK","2019","1","6","Kintsugi Wellness: The Japanese Art of Nourishing Mind, Body, and Spirit","Candice Kumai","Cooking & Food, Home Design & Décor, Nonfiction","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2019","1","13","The Truths We Hold: An American Journey","Kamala Harris","Biography & Autobiography, Nonfiction, Politics","Penguin Group (USA), Inc.","2019"
"Physical","Horizon","BOOK","2019","1","1","Near a thousand tables : a history of food / Felipe Fernández-Armesto.","Fernández-Armesto, Felipe","Food History","Free Press,","[2002]"
