"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","SOUNDDISC","2012","1","1","informers",,"Los Angeles Calif Fiction, Satire",,
"Physical","Horizon","VIDEODISC","2012","1","1","Families of Australia",,"Families Australia Juvenile films, Children Australia Juvenile films, Australia Social life and customs Juvenile films, Childrens films, Video recordings for the hearing impaired",,
"Digital","OverDrive","EBOOK","2012","1","1","Investing in Solar Stocks: What You Need to Know to Make Money in the Global Renewable Energy Market","Joseph Berwind","Business, Nonfiction","McGraw-Hill Professional","2009"
"Physical","Horizon","BOOK","2012","1","1","If Beale Street could talk : a novel / James Baldwin.","Baldwin, James, 1924-1987","African Americans Fiction, Love stories","Vintage International,","2006."
"Physical","Horizon","BOOK","2012","1","1","Displacement",,"Novels in verse, Grief Fiction, Death Fiction, Sisters Fiction, Deserts Fiction, Pottery Fiction",,
"Physical","Horizon","SOUNDDISC","2012","1","2","Cause of death",,"Scarpetta Kay Fictitious character Fiction, Medical examiners Law Fiction, Women detectives Virginia Fiction, Virginia Fiction, Mystery fiction",,
"Physical","Horizon","BOOK","2012","1","3","Best easy day hikes. Phoenix / Stewart M. Green.","Green, Stewart M.","Hiking Arizona Phoenix Region Guidebooks, Trails Arizona Phoenix Region Guidebooks, Phoenix Region Ariz Guidebooks","Falcon,","c2009."
"Physical","Horizon","BOOK","2012","1","5","Shadowplay",,"Police Scotland Glasgow Fiction, Missing persons Investigation Fiction, Coma Patients Fiction, Mystery fiction",,
"Physical","Horizon","BOOK","2012","1","4","Home from the Vinyl Cafe : a year of stories / Stuart McLean.","McLean, Stuart, 1948-","Canada Social life and customs Fiction","Simon & Schuster,","c2005."
"Physical","Horizon","BOOK","2012","1","1","The complete book of U.S. presidents / William A. DeGregorio.","DeGregorio, William A., 1946-","Presidents United States","Gramercy Books,","c2001."
"Physical","Horizon","SOUNDDISC","2012","1","3","From the cradle to the rave [sound recording] / Shit Robot.","Shit Robot (Musician)","Popular music 2001 2010, House music, Underground dance music","DFA Records,","p2010."
"Physical","Horizon","VIDEODISC","2012","1","2","At the river I stand",,"King Martin Luther Jr 1929 1968 Assassination, AFSCME, Sanitation Workers Strike Memphis Tenn 1968, Civil rights movements Tennessee Memphis, Memphis Tenn Officials and employees",,
"Digital","Freegal","SONG","2012","1","2","What Can I Say","Boz Scaggs",,,
"Digital","OverDrive","EBOOK","2012","1","2","Ready for Dessert: My Best Recipes","David Lebovitz","Cooking & Food, Nonfiction, Reference","Random House, Inc.","2011"
"Physical","Horizon","SOUNDDISC","2012","1","1","Ballad of the broken seas [sound recording] / Isobel Campbell and Mark Lanegan.","Campbell, Isobel","Popular music 2001 2010, Rock music 2001 2010","V2 Records,","p2006."
"Physical","Horizon","BOOK","2012","1","6","The glass rainbow [text (large print)] / James Lee Burke.","Burke, James Lee, 1936-","Robicheaux Dave Fictitious character Fiction, Police Louisiana New Iberia Fiction, New Iberia La Fiction, Mystery fiction, Large type books","Wheeler Pub.,","2010."
"Physical","Horizon","BOOK","2012","1","1","Grace / Richard Paul Evans.","Evans, Richard Paul","Reminiscing in old age Fiction, First loves Fiction, Runaway teenagers Fiction, Large type books, Christmas stories, Love stories","Center Point Pub.,","2008."
"Physical","Horizon","SOUNDDISC","2012","1","1","Future",,"Popular music Puerto Rico 1981 1990, Salsa Music, Songs Spanish Puerto Rico",,
"Physical","Horizon","BOOK","2012","1","1","Save smart, earn more : the new rules for retirement investing / Dennis Blitz.","Blitz, Dennis","Investments, Finance Personal, Retirement income","Adams Business,","2008."
"Physical","Horizon","SOUNDDISC","2012","1","4","master 1961 1984",,"Popular music",,
"Digital","OverDrive","EBOOK","2012","1","1","Getting In The Gap","Wayne W. Dyer","Nonfiction, Self-Improvement","Hay House, Inc.","2010"
"Physical","Horizon","BOOK","2012","1","4","Katie in the kitchen / by Fran Manushkin ; illustrated by Tammie Lyon.","Manushkin, Fran","Woo Katie Fictitious character Juvenile fiction, Cooking Juvenile fiction, Helpfulness Fiction, Chinese Americans Fiction","Picture Window Books,","2010."
"Physical","Horizon","BOOK","2012","1","1","The top of the world : climbing Mount Everest / by Steve Jenkins.","Jenkins, Steve, 1952-","Mountaineering Everest Mount China and Nepal Juvenile literature, Mountaineering Juvenile literature, Everest Mount China and Nepal Juvenile literature","Houghton Mifflin Co.,","1999."
"Physical","Horizon","CR","2012","1","7","Maui revealed.",,"Maui Hawaii Guidebooks","Wizard Publications,","2000-"
"Physical","Horizon","BOOK","2012","1","1","Passionate minds : the great love affair of the Enlightenment, featuring the scientist Emilie Du Châtelet, the poet Voltaire, sword fights, book burnings, assorted kings, seditious verse, and the birth of the modern world / David Bodanis.","Bodanis, David","Voltaire 1694 1778 Relations with women, Du Chƒtelet Gabrielle Emilie Le Tonnelier de Breteuil marquise 1706 1749, Authors French 18th century Biography, Scientists France Biography, Mistresses France Biography","Crown Publishers,","c2006."
"Physical","Horizon","SOUNDDISC","2012","1","3","The Besnard Lakes are the dark horse [sound recording].","Besnard Lakes (Musical group)","Rock music 2001 2010","Jagjaguwar,","p2007."
"Physical","Horizon","SOUNDDISC","2012","1","3","Violin and voice [sound recording] / Bach.","Bach, Johann Sebastian, 1685-1750","Cantatas Secular, Oratorios Excerpts, Songs with violin","Deutsche Grammophon,","p2009."
"Physical","Horizon","BOOK","2012","1","2","Freedom or death, a novel. Translated by Jonathan Griffin. Pref. by A. Den Doolaard.","Kazantzakis, Nikos, 1883-1957","Crete Greece History Fiction","Simon and Schuster,","1956."
"Digital","OverDrive","EBOOK","2012","1","1","The Tail of Emily Windsnap: Emily Windsnap Series, Book 1","Liz Kessler","Fantasy, Juvenile Fiction","Candlewick Press","2010"
"Digital","Freegal","SONG","2012","1","1","A Jug Of Punch","The Clancy Brothers",,,
"Physical","Horizon","SOUNDDISC","2012","1","1","Safe inside the day [sound recording] / Baby Dee.","Baby Dee, 1953-","Popular music 2001 2010","Drag City,","p2008."
"Physical","Horizon","BOOK","2012","1","12","The two deaths of Daniel Hayes : a novel / Marcus Sakey.","Sakey, Marcus","Amnesia Fiction, Murder Fiction, Suspense fiction","Dutton,","c2011."
"Physical","Horizon","BOOK","2012","1","1","Life in Ancient Africa / Hazel Richardson.","Richardson, Hazel","Africa History To 1498 Juvenile literature, Africa History Juvenile literature","Crabtree Pub. Co.,","c2005."
"Physical","Horizon","BOOK","2012","1","1","After school nightmare. 9 / story and art by Setona Mizushiro ; [translation, Christine Schilling ; adaptation, Mallory Reaves ; lettering & retouch, Eva Han].","Mizushiro, Setona, 1971-","Teenagers Japan Comic books strips etc, High school students Japan Comic books strips etc, Preparatory school students Japan Comic books strips etc, Intersexuality Comic books strips etc, Nightmares Comic books strips etc, Graphic novels","Go! Media Entertainment,","c2008."
"Digital","OverDrive","EBOOK","2012","1","2","Digital Photography For Dummies","Julie Adair King","Nonfiction, Photography","John Wiley & Sons, Inc.","2006"
"Digital","OverDrive","EBOOK","2012","1","3","West Coast Cooking","Greg Atkinson","Cooking & Food, Nonfiction","Random House, Inc.","2011"
"Physical","Horizon","BOOK","2012","1","1","Annies baby the diary of Anonymous a pregnant teenager",,"Teenage pregnancy",,
"Physical","Horizon","BOOK","2012","1","3","Friends and pals and brothers, too / by Sarah Wilson ; illustrated by Leo Landry.","Wilson, Sarah, 1934-","Brothers Juvenile fiction, Friendship Fiction, Seasons Juvenile fiction, Stories in rhyme Juvenile fiction","Henry Holt and Company,","2008."
"Physical","Horizon","BOOK","2012","1","1","True believers",,"Demarkian Gregor Fictitious character Fiction, Private investigators Pennsylvania Philadelphia Fiction, Armenian Americans Fiction, Philadelphia Pa Fiction, Mystery fiction",,
"Physical","Horizon","SOUNDDISC","2012","1","1","Both sides of the brain",,"Rap Music, Popular music 1991 2000",,
"Physical","Horizon","BOOK","2012","1","1","The worm book : the complete guide to worms in your garden / Loren Nancarrow and Janet Hogan Taylor.","Nancarrow, Loren","Earthworms, Earthworm culture, Gardening","Ten Speed Press,","1998."
"Physical","Horizon","VIDEODISC","2012","1","1","Legacy",,"African American families, United States Social conditions 1980",,
"Physical","Horizon","BOOK","2012","1","1","Summer in Eclipse Bay",,"Women art dealers Fiction, Summer resorts Fiction, Vendetta Fiction, Large type books, Oregon Fiction, Romantic suspense fiction",,
"Physical","Horizon","BOOK","2012","1","1","Grow your own drugs : easy recipes for natural remedies and beauty fixes / James Wong.","Wong, James","Medicinal plants, Materia medica Vegetable, Toilet preparations","Reader's Digest Assoc.,","2009."
"Physical","Horizon","VIDEODISC","2012","1","1","Instructional bellydance with Jillina level 2",,"Belly dance",,
"Physical","Horizon","SOUNDDISC","2012","1","2","Complete Russian [sound recording] / Daphne M. West.","West, Daphne M.","Russian language Study and teaching, Russian language Sound recordings for English speakers, Russian language Textbooks for foreign speakers English","McGraw Hill,","p2010."
"Physical","Horizon","SOUNDDISC","2012","1","1","Heliocentric worlds Vol 2",,"Jazz 1961 1970",,
"Physical","Horizon","BOOK","2012","1","1","incredible shrinking man",,"Horror fiction, Science fiction, Short stories",,
"Physical","Horizon","BOOK","2012","1","2","A guide to canning, freezing, curing & smoking meat, fish, & game / Wilbur F. Eastman, Jr.","Eastman, Wilbur F.","Meat Preservation, Fish as food","Storey Books,","c2002."
"Physical","Horizon","BOOK","2012","1","1","breakup repair kit",,"Man woman relationships, Separation Psychology, Single women Psychology",,
"Digital","OverDrive","EBOOK","2012","1","1","The Spirit Book: The Encyclopedia of Clairvoyance, Channeling, and Spirit Communication","Raymond Buckland","New Age, Nonfiction","Perseus Books Group","2010"
"Physical","Horizon","BOOK","2012","1","1","Healthy sex drive, healthy you : what your libido reveals about your life / Diana Hoppe ; foreword by Carolle Jean-Murat.","Hoppe, Diana","Women Sexual behavior, Sex Health aspects, Women Health and hygiene, Sex Psychology","Health Reflections Press,","2010."
"Digital","Freegal","SONG","2012","1","1","Now You've Got Something To Die For","Lamb of God",,,
"Physical","Horizon","BOOK","2012","1","14","Snow happy! / by Patricia Hubbell ; illustrations by Hiroe Nakata.","Hubbell, Patricia","Stories in rhyme Juvenile fiction, Snow Juvenile fiction","Tricycle Press,","[2011]"
"Digital","Freegal","SONG","2012","1","1","From The Window","Rebelution",,,
"Physical","Horizon","BOOK","2012","1","3","The Samurai's garden / Gail Tsukiyama.","Tsukiyama, Gail","Man woman relationships Japan Fiction, Chinese Travel Japan Fiction, Japan History 1926 1945 Fiction, Historical fiction","St. Martin's Press,","1995."
"Physical","Horizon","BOOK","2012","1","1","The internment of Japanese Americans during World War II : detention of American citizens / John C. Davenport.","Davenport, John, 1960-","Japanese Americans Evacuation and relocation 1942 1945 Juvenile literature, World War 1939 1945 Japanese Americans Juvenile literature, World War 1939 1945 Prisoners and prisons American Juvenile literature","Chelsea House,","2010."
"Physical","Horizon","BOOK","2012","1","10","Graceling / Kristin Cashore.","Cashore, Kristin","Good and evil Juvenile fiction, Fantasy Fiction","Graphia,","2008."
"Physical","Horizon","SOUNDDISC","2012","1","3","Summer rental [sound recording] / Mary Kay Andrews.","Andrews, Mary Kay, 1954-","Women Fiction, Female friendship Fiction, Summer Fiction, Vacations Fiction, Outer Banks N C Fiction, Love stories","Macmillan Audio,","p2011."
"Physical","Horizon","BOOK","2012","1","1","Seduced by moonlight",,"Gentry Meredith Fictitious character Fiction, Women private investigators Fiction, Paranormal fiction, Fairies Fiction, Mystery fiction, Occult fiction",,
"Physical","Horizon","BOOK","2012","1","1","Little did I know : excerpts from memory / Stanley Cavell.","Cavell, Stanley, 1926-","Cavell Stanley 1926, Philosophers United States Biography","Stanford University Press,","c2010."
"Physical","Horizon","BOOK","2012","1","1","Dance on a sealskin / story by Barbara Winslow ; illustrations by Teri Sloat.","Winslow, Barbara, 1947-","Yupik Eskimos Social life and customs Juvenile fiction, Eskimos Social life and customs Fiction","Alaska Northwest Books,","c1995."
"Physical","Horizon","SOUNDDISC","2012","1","1","first rule",,"Pike Joe Fictitious character Fiction, Cole Elvis Fictitious character Fiction, Married people Crimes against Fiction, Home invasion California Westwood Fiction, Drug traffic California Los Angeles Fiction, Private investigators California Los Angeles Fiction, Mystery fiction",,
"Physical","Horizon","BOOK","2012","1","1","The encyclopaedia of fashion / Georgina O'Hara ; introduction by Carrie Donovan.","Callan, Georgina O'Hara","Fashion Dictionaries, Costume History 19th century Dictionaries, Costume History 20th century Dictionaries","H.N. Abrams,","1986."
"Physical","Horizon","BOOK","2012","1","4","The rose of the world / Alys Clare.","Clare, Alys","DAcquin Josse Fictitious character Fiction, Helewise Abbess Fictitious character Fiction, Abbeys Fiction, England Social life and customs 1066 1485 Fiction, Mystery fiction, Historical fiction","Severn House,","2011."
"Physical","Horizon","BOOK","2012","1","1","Leviathan : an Event Group thriller / David Lynn Golemon.","Golemon, David Lynn","Event Group Imaginary organization Fiction, Imaginary wars and battles Fiction, Submarines Ships Fiction, Science fiction, Sea stories","Thomas Dunne Books,","2009."
"Physical","Horizon","SOUNDDISC","2012","1","9","Now that's what I call the modern songbook [sound recording].",,"Popular music 2001 2010","EMI,","p2011."
"Physical","Horizon","BOOK","2012","1","2","Odd hours / Dean Koontz.","Koontz, Dean R. (Dean Ray), 1945-","Thomas Odd Fictitious character Fiction, Cooks Fiction, Mediums Fiction, Occult fiction, Horror fiction","Bantam Books,","2008."
"Physical","Horizon","BOOK","2012","1","2","Summer of my German soldier",,"Large type books, Prejudices Juvenile fiction, Prisoners of war Juvenile fiction, Jews United States Juvenile fiction, Prejudices Fiction, Prisoners of war Fiction, Jews United States Fiction, Bildungsromans",,
"Physical","Horizon","BOOK","2012","1","1","Mao Zedong xian wei ren zhi de gu shi",,"Mao Zedong 1893 1976, Heads of state China Biography",,
"Physical","Horizon","BOOK","2012","1","2","Tsubasa 8",,"Princesses Comic books strips etc, Magic Comic books strips etc, Man woman relationships Comic books strips etc, Amnesia Comic books strips etc, Adventure fiction, Fantasy comic books strips etc, Graphic novels",,
"Physical","Horizon","BOOK","2012","1","7","Something's coming, something good : West Side story and the American imagination / Misha Berson.","Berson, Misha","Bernstein Leonard 1918 1990 West Side story","Applause Theatre & Cinema Books,","2011."
"Physical","Horizon","VIDEODISC","2012","1","15","The cinder path [videorecording] / a World Wide International Television and Festival Films production for Tyne Tees Television ; producer, Ray Marshall ; screenplay by Alan Seymour ; director, Simon Langton.",,"Television mini series, Fiction television programs, Historical television programs","E1 Entertainment,","2009."
"Physical","Horizon","BOOK","2012","1","1","Kennedy Khrushchev letters",,"Kennedy John F John Fitzgerald 1917 1963 Correspondence, Khrushchev Nikita Sergeevich 1894 1971 Correspondence, United States Foreign relations Soviet Union Sources, United States Foreign relations 1961 1963 Sources, Soviet Union Foreign relations United States Sources, Soviet Union Foreign relations 1953 1975 Sources",,
"Physical","Horizon","SOUNDDISC","2012","1","1","Advanced vocal technique : middle voice, placement & style / by Dena Murray and Tita Hutchison.","Murray, Dena","Singing Instruction and study, Voice, Voice culture","Hal Leonard Corp.,","c2008."
"Physical","Horizon","BOOK","2012","1","4","Here Kitty Kitty",,"Metamorphosis Fiction, Occult fiction, Love stories",,
"Digital","Freegal","SONG","2012","1","1","I Don't Want To Miss A Thing","Aerosmith",,,
"Physical","Horizon","VIDEODISC","2012","1","1","Getting started on electric guitar",,"Fender Musical Instruments, Electric guitar Instruction and study, Electric guitar Methods Self instruction, Guitar Instruction and study, Instructional films",,
"Digital","OverDrive","AUDIOBOOK","2012","1","1","His Majesty's Dragon: Temeraire Series, Book 1 (unabridged) (Unabridged)","Naomi Novik","Fantasy, Fiction, Historical Fiction","Books on Tape","2009"
"Physical","Horizon","BOOK","2012","1","2","Hatter M Volume 1 The looking glass wars",,"Carroll Lewis 1832 1898 Characters Comic books strips etc, Madigan Hatter Fictitious character Comic books strips etc, Heart Alyss Fictitious character Comic books strips etc, Dystopias Comic books strips etc, Fantasy comic books strips etc, Graphic novels",,
"Physical","Horizon","VIDEODISC","2012","1","2","Two Nations of black America [videorecording] / produced by June Cross and Henry Louis Gates, Jr. ; executive producer, David Fanning ; WGBH Educational Foundation.",,"African Americans Economic conditions, African Americans Social conditions, Social classes, African Americans Race identity, Black Panther Party History, Million Man March 1995 Washington D C, Ethnicity Social aspects, Urban poor, Poverty, March on Washington for Jobs and Freedom 1963 Washington D C, Civil rights movements United States Influence, Documentary television programs, Video recordings for the hearing impaired","Distributed by PBS Video,","2008."
"Physical","Horizon","SOUNDDISC","2012","1","3","Say I am you [sound recording] / the Weepies.","Weepies (Musical group)","Popular music 2001 2010","Nettwerk,","p2006."
"Physical","Horizon","BOOK","2012","1","1","Radiant darkness / Emily Whitman.","Whitman, Emily","Persephone Greek deity Juvenile fiction, Hades Greek deity Juvenile fiction, Demeter Greek deity Juvenile fiction, Mythology Greek Juvenile fiction","Greenwillow Books,","2009."
"Physical","Horizon","BOOK","2012","1","5","The way home : a novel / George Pelecanos.","Pelecanos, George P.","Fathers and sons Fiction, Problem youth Fiction, Redemption Fiction","Little, Brown and Co.,","2009."
"Physical","Horizon","SOUNDDISC","2012","1","1","Holly & ivy [sound recording].","Cole, Natalie, 1950-2015","Christmas music","Elektra,","p1994."
"Physical","Horizon","BOOK","2012","1","1","Marooned in realtime / Vernor Vinge.","Vinge, Vernor","Life on other planets Fiction, Science fiction","TOR,","[2004?], c1986."
"Physical","Horizon","BOOK","2012","1","1","Treadmill to oblivion; with drawings by Hirschfeld.","Allen, Fred, 1894-1956","Allen Fred 1894 1956","Little, Brown","[1954]"
"Physical","Horizon","BOOK","2012","1","1","Nothing was the same [text (large print)] : a memoir / Kay Redfield Jamison.","Jamison, Kay R.","Jamison Kay R, Wyatt Richard Jed 1939 2002 Health, Hodgkins disease Patients United States Biography, Psychologists United States Biography, Psychiatrists United States Biography, Psychiatrists spouses United States Biography, Large type books","Thorndike Press,","2010, c2009."
"Physical","Horizon","VIDEODISC","2012","1","4","Naruto Vol 1 Enter Naruto",,"Supernatural Drama, Boys Drama, Anime Japan",,
"Physical","Horizon","BOOK","2012","1","1","Australia",,"Australia Juvenile literature, Australia",,
"Physical","Horizon","BOOK","2012","1","1","Jack's talent / Maryann Cocca-Leffler.","Cocca-Leffler, Maryann, 1958-","First day of school Juvenile fiction, Schools Fiction","Farrar, Straus and Giroux,","2007."
"Physical","Horizon","VIDEODISC","2012","1","2","Clarissa",,"Young women Crimes against Drama, Conflict of generations Drama, Kidnapping victims Drama, Rape victims Drama, Television mini series, Historical television programs",,
"Physical","Horizon","BOOK","2012","1","2","Pet shop of horrors Tokyo Volume 1",,"Count D Fictitious character Comic books strips etc, Pet shops Comic books strips etc, Tokyo Japan Comic books strips etc, Graphic novels, Horror comic books strips etc",,
"Physical","Horizon","BOOK","2012","1","1","Love first site a novel",,"Dating services Fiction, Online dating Fiction, Single women Fiction, Love stories",,
"Digital","Freegal","SONG","2012","1","1","Broken","Good Riddance",,,
"Physical","Horizon","VIDEODISC","2012","1","2","Ai shen yi hao [videorecording] = Cupid one / Cinema City & Films Co. ; produced by Dean Shek, Raymond Wong ; screenplay, Ringo Lam, Wellington Fung ; director, Ringo Lam.",,"Marriage Drama, Thailand Drama, Voyages and travels Drama, Feature films, Fiction films, Comedy films, Motion pictures Chinese","Joy Sales Films,","2008."
"Physical","Horizon","VIDEODISC","2012","1","2","Looney Tunes. Back in action [videorecording] / Warner Bros. ; producers, Allison Abbate, Chris De Faria, Bernie Goldman, Joel Simon, Paul Weinstein ; writer, Larry Doyle ; director, Joe Dante.",,"Bugs Bunny Fictitious character Juvenile drama, Daffy Duck Fictitious character Juvenile drama, Animated films, Childrens films, Video recordings for the hearing impaired","Warner Home Video,","[2004], c2003."
"Digital","OverDrive","AUDIOBOOK","2012","1","1","Reflections on the Psalms (Unabridged)","C. S. Lewis","Nonfiction, Religion & Spirituality","Blackstone Audio, Inc.","2008"
"Physical","Horizon","BOOK","2012","1","1","Lumumba's Congo: roots of conflict. Foreword by Rupert Emerson.","Okumu, Washington A. J. (Washington A. Jalango)","Congo Democratic Republic History","I. Obolensky","[1963]"
"Physical","Horizon","BOOK","2012","1","1","Manifold origin",,"Time travel Fiction, Life on other planets Fiction, Science fiction",,
"Physical","Horizon","BOOK","2012","1","2","Why not Catch-21? : the stories behind the titles / Gary Dexter.","Dexter, Gary","Titles of books, Literature History and criticism","Frances Lincoln,","2007."
"Physical","Horizon","SOUNDDISC","2012","1","1","The trio [sound recording] / Peterson, Pass, Pedersen.","Peterson, Oscar, 1925-2007","Jazz 1971 1980, Piano music Jazz","Pablo,","[c1998], p1974."
"Physical","Horizon","BOOK","2012","1","1","South Africa",,"South Africa Guidebooks",,
"Physical","Horizon","BOOK","2012","1","1","Two Mrs. Gibsons / story by Toyomi Igus ; pictures by Daryl Wells.","Igus, Toyomi","Grandmothers Juvenile fiction, Mothers Juvenile fiction, Interracial marriage Juvenile fiction, Japanese United States Juvenile fiction, African Americans Juvenile fiction","Children's Book Press,","1996."
"Physical","Horizon","BOOK","2012","1","1","Zhongguo di wang ling mu zhi mi / Xie Hongbo zhu.","Xie, Hongbo.","Tombs China, China Kings and rulers","Ling huo wen hua shi ye you xian gong si,","2005."
"Digital","OverDrive","EBOOK","2012","1","2","Rules of Attraction: The Governess Brides Series, Book 3","Christina Dodd","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2005"
"Digital","OverDrive","EBOOK","2012","1","1","Border Lass: Border Trilogy, Book 2","Amanda Scott","Fiction, Historical Fiction, Romance","Hachette Digital, Inc.","2009"
"Physical","Horizon","BOOK","2012","1","1","Am I right or am I right",,"Interpersonal relations Fiction, Single parent families Fiction, Schools Fiction, Poetry Fiction",,
"Physical","Horizon","BOOK","2012","1","3","Devil's claw / J.A. Jance.","Jance, Judith A.","Brady Joanna Fictitious character Fiction, Cochise County Ariz Fiction, Policewomen Fiction, Sheriffs Fiction, Arizona Fiction, Mystery fiction","Harper,","2011."
"Physical","Horizon","BOOK","2012","1","6","Mad about Madeline the complete tales",,"Childrens stories American, Boarding schools Fiction, Schools Fiction, Stories in rhyme, Paris France Fiction",,
"Physical","Horizon","SOUNDDISC","2012","1","1","Marriage and other acts of charity [sound recording] : [a memoir] / Kate Braestrup.","Braestrup, Kate","Braestrup Kate, Authors American 20th century Biography, Clergy Maine Biography, Married people United States Biography","Hachette Audio,","2010."
"Physical","Horizon","VIDEODISC","2012","1","2","Holocaust the story of the family Weiss",,"Theresienstadt Concentration camp Drama, Auschwitz Concentration camp Drama, World War 1939 1945 Atrocities Germany Drama, World War 1939 1945 Atrocities Poland Drama, Holocaust Jewish 1939 1945 Germany Drama, Holocaust Jewish 1939 1945 Poland Drama, Kristallnacht 1938 Drama, Jewish ghettos Poland Warsaw Drama, Television mini series, Historical television programs, Video recordings for the hearing impaired, War television programs",,
"Physical","Horizon","SOUNDDISC","2012","1","2","Wonder girl [sound recording] : [the magnificent sporting life of Babe Didrikson Zaharias] / Don Van Natta Jr.","Van Natta, Don, 1964-","Zaharias Babe Didrikson 1911 1956, Women athletes United States Biography, Women golfers United States Biography","Dreamscape Media LLC,","p2011."
"Physical","Horizon","BOOK","2012","1","2","A sock is a pocket for your toes : a pocket book / by Elizabeth Garton ; illustrated by Robin Preiss Glasser.","Scanlon, Elizabeth Garton","Pockets Juvenile poetry, Childrens poetry American Juvenile literature, American poetry Juvenile literature","HarperCollins,","c2004."
"Physical","Horizon","BOOK","2012","1","13","Tink's treasure hunt / by Melissa Lagonegro ; illustrated by Denise Shimabukuro ... [and others] and the Disney Storybook Artists.","Lagonegro, Melissa","Tinker Bell Fictitious character Juvenile fiction, Pirates Juvenile fiction, Buried treasure Fiction","Random House,","c2009."
"Digital","Freegal","SONG","2012","1","3","She Says","Howie Day",,,
"Physical","Horizon","BOOK","2012","1","4","Dogs make us human : a global family album / Jeffrey Moussaieff Masson and Art Wolfe.","Masson, J. Moussaieff (Jeffrey Moussaieff), 1941-","Dogs Behavior, Human animal relationships","Bloomsbury,","2011."
"Physical","Horizon","SOUNDDISC","2012","1","3","Chalo chalo music [sound recording].",,"Childrens songs Juvenile sound recordings, Childrens songs Hindi Juvenile sound recordings, Nursery rhymes Hindi Juvenile sound recordings, Songs, Songs Hindi, Nursery rhymes Hindi","Hindi Kids,","[2006?]"
"Physical","Horizon","BOOK","2012","1","1","The Wiggles and friends song & activity book /[music arrangements by The Wiggles and Dominic Lindsay ; illustrations by Adam Dal Pozzo].",,"Childrens songs Juvenile literature, Handicraft Juvenile literature, Songs","Music Sales,","c2006."
"Digital","Freegal","SONG","2012","1","1","I Feel The Earth Move (Live)","Carole King",,,
"Physical","Horizon","BOOK","2012","1","1","Simple food for the good life / Helen Nearing.","Nearing, Helen","Cooking Natural foods, Vegetarian cooking","Chelsea Green,","c1999."
"Digital","OverDrive","EBOOK","2012","1","2","Don't Know Much About The Universe: Everything You Need to Know About Outer Space but Never Learned","Kenneth C. Davis","Nonfiction, Science","HarperCollins Publishers Inc.","2009"
"Physical","Horizon","BOOK","2012","1","1","The chocolate pirate plot / JoAnna Carl.","Carl, JoAnna","Woodyard Lee McKinney Fictitious character Fiction, Women detectives Fiction, Chocolate industry Fiction, Michigan Fiction, Mystery fiction","Obsidian,","c2010."
"Physical","Horizon","BOOK","2012","1","1","A giraffe on the moon / written and illustrated by Sandy Nightingale.","Nightingale, Sandy","Dreams Juvenile fiction, Stories in rhyme Juvenile fiction","Harcourt Brace Jovanovich,","1991."
"Digital","OverDrive","AUDIOBOOK","2012","1","1","Rumpole for the Defence (Unabridged)","John Mortimer","Fiction, Literature","AudioGO (UK)","2010"
"Physical","Horizon","BOOK","2012","1","6","Incredible Hulk Vol 1 Son of Banner",,"Incredible Hulk Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Superhero comic books strips etc, Graphic novels",,
"Physical","Horizon","BOOK","2012","1","1","When good things happen to bad boys",,"Man woman relationships Fiction, Love stories, Erotic fiction",,
"Physical","Horizon","BOOK","2012","1","3","Sand sharks / Margaret Maron.","Maron, Margaret","Knott Deborah Fictitious character Fiction, Women judges Fiction, North Carolina Fiction, Mystery fiction","Grand Central Pub.,","2009."
"Physical","Horizon","VIDEODISC","2012","1","27","Lost. The complete sixth season, the final season [videorecording] / an ABC Studios production.",,"Airplane crash survival Drama, Survival Drama, Wilderness survival Drama, Castaways Drama, Fantasy television programs, Thrillers Television programs, Fiction television programs, Action and adventure television programs, Video recordings for the hearing impaired, Television series","Touchstone Home Video : distrubuted by Buena Vista Home Entertainment,","2010."
"Physical","Horizon","BOOK","2012","1","2","Daredevil the man without fear Cruel and unusual",,"Daredevil Fictitious character Comic books strips etc, Science fiction comic books strips etc, Graphic novels",,
"Physical","Horizon","BOOK","2012","1","1","Righteous victims a history of the Zionist Arab conflict 1881 1999",,"Arab Israeli conflict, Jewish Arab relations History 1917 1948, Arab Israeli conflict 1993 Peace",,
"Physical","Horizon","BOOK","2012","1","3","Hungry planet : what the world eats / photographed by Peter Menzel ; written by Faith D'Aluisio.","Menzel, Peter, 1948-","Food Pictorial works, Diet Pictorial works, Food habits Pictorial works","Material World Press ; Ten Speed Press,","c2005."
"Physical","Horizon","BOOK","2012","1","1","Sword of the rightful king a novel of King Arthur",,"Arthur King Fiction, Knights and knighthood Fiction, Middle Ages Fiction, Great Britain History To 1066 Fiction",,
"Physical","Horizon","BOOK","2012","1","3","Inhuman remains / Quintin Jardine.","Jardine, Quintin","Blackstone Primavera Fictitious character Fiction, Women private investigators Fiction, Aunts Fiction, Missing persons Investigation Fiction, Spain Fiction, Mystery fiction","Headline,","2009."
"Physical","Horizon","BOOK","2012","1","2","Learn to draw your favorite Disney/Pixar characters.",,"Drawing Technique Juvenile literature, Cartooning Juvenile literature, Disney characters Juvenile literature","Walter Foster,","c2005."
